Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-02-12 09:30:00-05:00,430.3500061035156,433.8999938964844,429.7099914550781,433.68499755859375,1054592,0.0,0.0
2026-02-12 09:31:00-05:00,433.69500732421875,434.4200134277344,431.05999755859375,433.4750061035156,383459,0.0,0.0
2026-02-12 09:32:00-05:00,433.5050048828125,434.12939453125,432.114990234375,433.3599853515625,258102,0.0,0.0
2026-02-12 09:33:00-05:00,433.3399963378906,433.8500061035156,432.42999267578125,433.6300048828125,187881,0.0,0.0
2026-02-12 09:34:00-05:00,433.6050109863281,434.8500061035156,432.8214111328125,433.3800964355469,309967,0.0,0.0
2026-02-12 09:35:00-05:00,433.5299987792969,434.9599914550781,433.375,434.0751037597656,268492,0.0,0.0
2026-02-12 09:36:00-05:00,434.0,434.989990234375,433.94000244140625,434.9563903808594,261726,0.0,0.0
2026-02-12 09:37:00-05:00,434.9097900390625,435.8900146484375,434.8500061035156,435.5799865722656,356606,0.0,0.0
2026-02-12 09:38:00-05:00,435.6000061035156,436.2300109863281,433.8900146484375,433.9599914550781,421792,0.0,0.0
2026-02-12 09:39:00-05:00,433.9667053222656,434.5799865722656,433.70001220703125,434.2699890136719,197632,0.0,0.0
2026-02-12 09:40:00-05:00,434.2699890136719,434.8799133300781,433.9200134277344,434.33990478515625,184745,0.0,0.0
2026-02-12 09:41:00-05:00,434.3299865722656,435.4100036621094,434.27349853515625,434.6700134277344,212603,0.0,0.0
2026-02-12 09:42:00-05:00,434.7200012207031,435.69000244140625,434.6000061035156,434.7699890136719,234926,0.0,0.0
2026-02-12 09:43:00-05:00,434.7799987792969,434.9800109863281,433.9200134277344,434.79998779296875,202821,0.0,0.0
2026-02-12 09:44:00-05:00,434.81109619140625,434.8699951171875,433.6520080566406,434.0299987792969,173061,0.0,0.0
2026-02-12 09:45:00-05:00,434.05999755859375,434.62109375,431.54998779296875,431.6799011230469,309594,0.0,0.0
