contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,expiration
TSLA260220P00400000,2026-02-13 18:44:27+00:00,400.0,2.18,2.16,2.18,-2.26,-50.9009,7889.0,14786,0.3795228063964844,False,REGULAR,USD,put,2026-02-20
TSLA260220P00402500,2026-02-13 18:44:03+00:00,402.5,2.54,2.5,2.54,-2.5100002,-49.702976,1657.0,632,0.3717103845214844,False,REGULAR,USD,put,2026-02-20
TSLA260220P00405000,2026-02-13 18:44:03+00:00,405.0,2.95,2.92,2.96,-2.7499998,-48.24561,3187.0,4031,0.3640810662841797,False,REGULAR,USD,put,2026-02-20
TSLA260220P00407500,2026-02-13 18:42:13+00:00,407.5,3.57,3.35,3.45,-2.9199998,-44.992294,995.0,477,0.3566958862304687,False,REGULAR,USD,put,2026-02-20
TSLA260220P00410000,2026-02-13 18:44:22+00:00,410.0,3.95,3.9,4.0,-3.3,-45.517242,9418.0,5750,0.34857829162597653,False,REGULAR,USD,put,2026-02-20
TSLA260220P00412500,2026-02-13 18:44:09+00:00,412.5,4.65,4.55,4.6,-3.7999997,-44.970413,2704.0,911,0.3390569024658203,False,REGULAR,USD,put,2026-02-20
TSLA260220P00415000,2026-02-13 18:44:08+00:00,415.0,5.4,5.25,5.35,-3.8200002,-41.43167,6279.0,3947,0.3321599987792969,False,REGULAR,USD,put,2026-02-20
TSLA260220P00417500,2026-02-13 18:44:08+00:00,417.5,6.27,6.1,6.2,-4.0800004,-39.42029,3240.0,1677,0.3251410260009765,False,REGULAR,USD,put,2026-02-20
TSLA260220P00420000,2026-02-13 18:45:07+00:00,420.0,7.15,7.05,7.15,-4.5499997,-38.888885,15008.0,9223,0.31757274230957033,False,REGULAR,USD,put,2026-02-20
TSLA260220P00422500,2026-02-13 18:44:35+00:00,422.5,8.2,8.1,8.2,-4.8500004,-37.164753,1808.0,1702,0.3092110095214844,True,REGULAR,USD,put,2026-02-20
TSLA260220P00425000,2026-02-13 18:44:19+00:00,425.0,9.5,9.4,9.5,-5.0,-34.530388,5936.0,4643,0.305671005859375,True,REGULAR,USD,put,2026-02-20
TSLA260220P00427500,2026-02-13 18:41:14+00:00,427.5,11.1,10.6,10.75,-4.959999,-30.88418,1589.0,2186,0.29456271850585936,True,REGULAR,USD,put,2026-02-20
TSLA260220P00430000,2026-02-13 18:44:24+00:00,430.0,12.1,12.05,12.2,-5.6000004,-31.63842,10115.0,7412,0.28577374389648436,True,REGULAR,USD,put,2026-02-20
TSLA260220P00432500,2026-02-13 18:37:34+00:00,432.5,14.26,13.65,13.8,-5.24,-26.871796,603.0,3299,0.2771068383789062,True,REGULAR,USD,put,2026-02-20
TSLA260220P00435000,2026-02-13 18:43:46+00:00,435.0,15.66,15.25,15.45,-5.6000004,-26.340548,871.0,4823,0.26319096191406255,True,REGULAR,USD,put,2026-02-20
TSLA260220P00437500,2026-02-13 18:23:12+00:00,437.5,18.95,17.0,17.2,-4.75,-20.042194,132.0,773,0.24463645996093752,True,REGULAR,USD,put,2026-02-20
TSLA260220P00440000,2026-02-13 18:44:22+00:00,440.0,19.17,19.05,19.25,-6.129999,-24.229248,1569.0,6533,0.23462679443359374,True,REGULAR,USD,put,2026-02-20
TSLA260220P00442500,2026-02-13 18:44:05+00:00,442.5,21.2,21.0,21.35,-5.709999,-21.218874,5.0,248,0.21509573974609375,True,REGULAR,USD,put,2026-02-20
TSLA260220P00445000,2026-02-13 18:43:46+00:00,445.0,23.49,22.9,23.4,-5.790001,-19.774593,108.0,3044,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00447500,2026-02-13 18:23:35+00:00,447.5,27.4,25.25,25.6,-2.6400013,-8.788286,3.0,583,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00450000,2026-02-13 18:43:46+00:00,450.0,27.93,27.5,27.8,-6.8199997,-19.625898,306.0,5970,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00452500,2026-02-13 17:48:11+00:00,452.5,32.88,29.1,30.35,-3.369999,-9.296548,4.0,158,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00455000,2026-02-13 18:30:21+00:00,455.0,34.73,31.9,32.6,-5.8899994,-14.500245,13.0,1033,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00457500,2026-02-13 17:13:08+00:00,457.5,37.45,34.3,35.4,-1.25,-3.229974,5.0,159,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00460000,2026-02-13 18:38:58+00:00,460.0,37.88,36.7,37.3,-5.6800003,-13.039485,48.0,3724,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00462500,2026-02-13 17:30:39+00:00,462.5,41.85,38.55,39.7,3.3999977,8.842647,2.0,169,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00465000,2026-02-13 18:35:59+00:00,465.0,43.0,41.5,42.25,-4.5,-9.473684,109.0,922,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00470000,2026-02-13 18:03:30+00:00,470.0,51.1,46.45,47.1,-2.0,-3.7664785,74.0,617,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00475000,2026-02-13 18:01:51+00:00,475.0,55.91,51.4,51.9,-3.3400002,-5.6371307,30.0,177,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00480000,2026-02-13 15:23:34+00:00,480.0,65.6,56.1,57.15,1.5,2.3400936,4.0,376,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00485000,2026-02-12 20:50:43+00:00,485.0,70.15,61.05,62.0,0.0,0.0,6071.0,37,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00490000,2026-02-12 20:50:43+00:00,490.0,74.85,65.6,67.2,0.0,0.0,1998.0,16,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00495000,2026-02-13 15:06:58+00:00,495.0,81.05,70.75,72.15,1.9000015,2.4005072,1.0,3,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00500000,2026-02-13 18:22:14+00:00,500.0,79.3,76.3,77.15,-5.0099945,-5.9423494,15.0,1741,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00505000,2026-02-13 17:15:24+00:00,505.0,85.0,80.7,82.25,-4.1500015,-4.6550775,10.0,11,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00510000,2026-02-13 17:13:19+00:00,510.0,89.65,85.65,87.15,-4.4000015,-4.6783643,2.0,4,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00515000,2026-02-05 20:49:23+00:00,515.0,119.7,90.75,92.25,0.0,0.0,658.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00520000,2026-02-12 20:50:43+00:00,520.0,104.15,95.75,97.15,0.0,0.0,170.0,8,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00525000,2026-02-12 20:14:18+00:00,525.0,108.95,101.15,102.0,0.0,0.0,11.0,1,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00530000,2026-02-12 20:50:43+00:00,530.0,114.11,106.25,107.25,-0.7900009,-0.6875552,1.0,3,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00535000,2026-02-09 20:48:20+00:00,535.0,114.87,111.1,112.05,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00540000,2026-02-12 20:14:18+00:00,540.0,123.9,115.9,116.95,0.0,0.0,7.0,1,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00545000,2026-02-12 20:50:43+00:00,545.0,129.15,120.75,122.15,0.0,0.0,45.0,2,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00550000,2026-02-12 20:50:43+00:00,550.0,134.9,126.05,127.35,0.0,0.0,351.0,15,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00555000,2026-02-06 20:50:49+00:00,555.0,140.5,130.75,132.15,0.0,0.0,19.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00560000,2026-01-29 20:22:11+00:00,560.0,142.05,135.85,137.1,0.0,0.0,1676.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00565000,2026-01-29 20:22:11+00:00,565.0,146.6,140.75,142.15,0.0,0.0,660.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00570000,2026-01-29 20:22:11+00:00,570.0,154.05,145.75,147.15,0.0,0.0,516.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00575000,2026-01-29 20:22:11+00:00,575.0,156.75,151.0,152.05,0.0,0.0,3992.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00580000,2026-02-12 20:50:43+00:00,580.0,164.15,155.75,157.15,0.0,0.0,45.0,2,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00585000,2026-02-09 20:48:19+00:00,585.0,164.77,160.75,162.15,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00590000,2026-01-16 15:59:23+00:00,590.0,153.4,165.75,167.15,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00595000,2025-12-26 17:14:09+00:00,595.0,123.4,158.95,161.9,0.0,0.0,15.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00600000,2026-02-02 20:58:59+00:00,600.0,177.64,176.15,177.0,0.0,0.0,1.0,1,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00605000,2026-02-02 20:58:59+00:00,605.0,182.66,180.75,182.15,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00610000,2026-01-23 14:41:17+00:00,610.0,165.0,185.75,187.15,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00615000,2026-01-05 15:53:19+00:00,615.0,160.23,191.55,192.7,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00620000,2026-02-03 16:21:27+00:00,620.0,197.05,195.75,197.15,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00625000,2026-02-03 16:21:27+00:00,625.0,202.05,201.25,202.25,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00630000,2026-01-06 15:11:03+00:00,630.0,192.5,206.6,207.75,0.0,0.0,8.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00635000,2026-01-06 20:43:58+00:00,635.0,202.75,211.55,212.7,0.0,0.0,180.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00640000,2026-01-06 20:43:58+00:00,640.0,207.75,216.45,217.5,0.0,0.0,180.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00645000,2026-01-06 20:43:58+00:00,645.0,212.75,221.45,222.6,0.0,0.0,510.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00650000,2026-02-02 20:58:59+00:00,650.0,227.93,226.15,227.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00655000,2026-02-02 20:58:59+00:00,655.0,232.95,230.75,232.15,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00660000,2026-01-29 19:53:09+00:00,660.0,239.9,235.75,237.15,0.0,0.0,19.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00665000,2026-01-16 20:56:58+00:00,665.0,229.16,240.75,242.15,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00670000,2025-12-24 16:59:21+00:00,670.0,189.39,234.05,237.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00675000,2025-12-24 16:59:32+00:00,675.0,194.22,239.55,242.1,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00680000,2025-12-30 17:09:39+00:00,680.0,218.18,244.05,247.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00685000,2025-12-24 16:59:54+00:00,685.0,203.95,249.05,252.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00690000,2025-12-31 16:24:22+00:00,690.0,236.34,254.6,256.85,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00700000,2026-02-04 15:30:38+00:00,700.0,283.3,276.15,277.05,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00705000,2026-02-03 20:52:36+00:00,705.0,283.92,281.05,282.05,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00710000,2025-11-03 17:35:31+00:00,710.0,247.6,272.1,274.5,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00720000,2025-11-10 15:23:09+00:00,720.0,279.8,281.75,284.35,0.0,0.0,21.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00730000,2025-11-13 20:36:13+00:00,730.0,327.04,292.05,294.5,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00740000,2025-11-07 18:04:46+00:00,740.0,314.01,302.0,304.25,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00750000,2025-12-30 19:42:43+00:00,750.0,292.49,314.7,316.7,0.0,0.0,5.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00760000,2025-11-10 15:23:09+00:00,760.0,318.8,321.75,324.25,0.0,0.0,23.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00770000,2025-12-18 17:39:27+00:00,770.0,281.58,334.5,337.25,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00780000,2025-11-06 17:46:55+00:00,780.0,337.85,342.05,344.5,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00790000,2025-11-06 18:21:36+00:00,790.0,347.3,352.05,354.5,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00800000,2025-11-06 18:40:19+00:00,800.0,353.15,361.95,364.4,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00830000,2025-10-06 14:13:10+00:00,830.0,390.15,421.95,429.3,0.0,0.0,8.0,0,3.746582664794922,True,REGULAR,USD,put,2026-02-20
TSLA260220P00840000,2025-10-06 14:13:10+00:00,840.0,399.95,431.95,439.45,0.0,0.0,11.0,0,3.7929692675781252,True,REGULAR,USD,put,2026-02-20
TSLA260220P00860000,2025-11-07 16:03:39+00:00,860.0,430.85,422.05,424.5,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260220P00940000,2025-11-21 18:48:22+00:00,940.0,540.4,502.45,504.95,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-02-20
TSLA260320C00005000,2026-02-13 16:31:23+00:00,5.0,412.0,415.2,421.3,1.0,0.243309,10.0,265,9.212894866943358,True,REGULAR,USD,call,2026-03-20
TSLA260320C00010000,2026-01-06 17:44:28+00:00,10.0,420.7,410.35,416.0,0.0,0.0,8.0,1,6.986329392089844,True,REGULAR,USD,call,2026-03-20
TSLA260320C00015000,2026-01-02 15:35:38+00:00,15.0,432.5,411.95,414.75,0.0,0.0,58.0,22,8.967777832641602,True,REGULAR,USD,call,2026-03-20
TSLA260320C00020000,2026-02-12 15:09:03+00:00,20.0,406.41,400.1,406.3,0.0,0.0,10.0,11,5.3789095263671864,True,REGULAR,USD,call,2026-03-20
TSLA260320C00025000,2025-12-22 20:18:27+00:00,25.0,463.4,408.15,411.45,0.0,0.0,2.0,2,9.033207479248047,True,REGULAR,USD,call,2026-03-20
TSLA260320C00030000,2026-01-20 15:08:27+00:00,30.0,394.8,390.45,396.4,0.0,0.0,53.0,96,4.663090108642578,True,REGULAR,USD,call,2026-03-20
TSLA260320C00040000,2026-01-05 16:25:38+00:00,40.0,414.43,380.5,385.95,0.0,0.0,7.0,17,4.017583103027344,True,REGULAR,USD,call,2026-03-20
TSLA260320C00050000,2026-01-20 20:16:46+00:00,50.0,370.08,370.5,376.0,0.0,0.0,1.0,346,3.620606417236328,True,REGULAR,USD,call,2026-03-20
TSLA260320C00055000,2026-02-04 15:57:02+00:00,55.0,357.51,365.4,371.05,0.0,0.0,1.0,3,3.442384206542969,True,REGULAR,USD,call,2026-03-20
TSLA260320C00060000,2025-12-08 19:25:19+00:00,60.0,377.6,373.2,376.8,0.0,0.0,7.0,3,5.431643835449218,True,REGULAR,USD,call,2026-03-20
TSLA260320C00075000,2025-12-30 19:54:10+00:00,75.0,383.53,358.3,361.85,0.0,0.0,2.0,4,4.753910307617186,True,REGULAR,USD,call,2026-03-20
TSLA260320C00080000,2026-01-12 15:41:27+00:00,80.0,368.91,340.85,346.1,0.0,0.0,1.0,6,2.866702052001953,True,REGULAR,USD,call,2026-03-20
TSLA260320C00100000,2026-02-12 15:32:14+00:00,100.0,329.8,320.75,326.25,0.0,0.0,4.0,28,2.493411969604492,True,REGULAR,USD,call,2026-03-20
TSLA260320C00105000,2026-01-29 14:55:55+00:00,105.0,322.1,315.8,321.35,0.0,0.0,3.0,1,2.4277383056640627,True,REGULAR,USD,call,2026-03-20
TSLA260320C00110000,2026-01-06 20:58:44+00:00,110.0,323.8,310.85,316.1,0.0,0.0,8.0,107,2.328617459716796,True,REGULAR,USD,call,2026-03-20
TSLA260320C00115000,2026-01-02 14:37:03+00:00,115.0,339.62,312.75,315.1,0.0,0.0,2.0,49,3.0021997601318358,True,REGULAR,USD,call,2026-03-20
TSLA260320C00120000,2026-01-05 15:07:04+00:00,120.0,334.41,300.95,306.15,0.0,0.0,3.0,558,2.1992232519531245,True,REGULAR,USD,call,2026-03-20
TSLA260320C00125000,2026-02-06 19:44:19+00:00,125.0,289.9,295.95,301.35,0.0,0.0,1.0,125,2.150395249023437,True,REGULAR,USD,call,2026-03-20
TSLA260320C00130000,2025-11-10 17:37:47+00:00,130.0,320.57,307.1,309.4,0.0,0.0,1.0,114,3.481446608886719,True,REGULAR,USD,call,2026-03-20
TSLA260320C00135000,2026-02-03 20:39:07+00:00,135.0,286.52,285.85,291.4,0.0,0.0,1.0,99,2.0178272210693358,True,REGULAR,USD,call,2026-03-20
TSLA260320C00140000,2026-02-13 17:00:59+00:00,140.0,279.9,281.1,286.85,-3.580017,-1.2628816,1.0,148,2.015141680908203,True,REGULAR,USD,call,2026-03-20
TSLA260320C00145000,2025-12-22 19:32:06+00:00,145.0,350.48,289.05,291.1,0.0,0.0,1.0,131,2.9740015884399416,True,REGULAR,USD,call,2026-03-20
TSLA260320C00150000,2026-02-02 18:15:11+00:00,150.0,276.8,271.2,276.45,0.0,0.0,1.0,486,1.8754889038085936,True,REGULAR,USD,call,2026-03-20
TSLA260320C00155000,2026-01-16 19:00:42+00:00,155.0,286.14,266.2,271.9,0.0,0.0,1.0,129,1.853516357421875,True,REGULAR,USD,call,2026-03-20
TSLA260320C00160000,2026-01-16 18:17:20+00:00,160.0,281.19,261.1,266.5,0.0,0.0,2.0,123,1.7641613354492187,True,REGULAR,USD,call,2026-03-20
TSLA260320C00165000,2026-02-11 15:20:40+00:00,165.0,258.02,256.15,261.55,0.0,0.0,1.0,178,1.7199721032714845,True,REGULAR,USD,call,2026-03-20
TSLA260320C00170000,2026-02-10 15:32:21+00:00,170.0,255.23,251.05,256.7,0.0,0.0,1.0,134,1.673829755859375,True,REGULAR,USD,call,2026-03-20
TSLA260320C00175000,2026-01-02 15:39:08+00:00,175.0,273.42,252.9,254.75,0.0,0.0,1.0,507,2.0981492858886717,True,REGULAR,USD,call,2026-03-20
TSLA260320C00180000,2026-02-06 18:20:46+00:00,180.0,233.74,241.8,245.45,0.0,0.0,6.0,740,1.5449241503906248,True,REGULAR,USD,call,2026-03-20
TSLA260320C00185000,2026-01-20 16:20:12+00:00,185.0,242.15,236.3,240.4,0.0,0.0,1.0,299,1.4614284741210937,True,REGULAR,USD,call,2026-03-20
TSLA260320C00190000,2026-02-06 16:06:04+00:00,190.0,221.0,231.4,236.7,0.0,0.0,1.0,204,1.509768076171875,True,REGULAR,USD,call,2026-03-20
TSLA260320C00195000,2026-01-23 19:27:44+00:00,195.0,222.7,226.3,230.65,-31.880005,-12.522588,1.0,211,1.394290137939453,True,REGULAR,USD,call,2026-03-20
TSLA260320C00200000,2026-02-13 18:44:22+00:00,200.0,224.04,222.8,225.45,7.73999,3.578359,1.0,1499,1.4317655364990234,True,REGULAR,USD,call,2026-03-20
TSLA260320C00210000,2026-02-12 16:36:06+00:00,210.0,211.07,212.8,215.6,0.0,0.0,1.0,233,1.3571809484863282,True,REGULAR,USD,call,2026-03-20
TSLA260320C00215000,2026-01-30 15:36:40+00:00,215.0,219.53,207.4,210.0,0.0,0.0,1.0,138,1.263187277832031,True,REGULAR,USD,call,2026-03-20
TSLA260320C00220000,2026-02-06 17:33:30+00:00,220.0,195.65,203.0,205.6,0.0,0.0,63.0,920,1.2878453576660154,True,REGULAR,USD,call,2026-03-20
TSLA260320C00225000,2026-02-11 18:31:16+00:00,225.0,200.89,198.0,201.25,0.0,0.0,3.0,278,1.2793004785156248,True,REGULAR,USD,call,2026-03-20
TSLA260320C00230000,2026-02-11 18:54:51+00:00,230.0,196.84,193.05,195.65,0.0,0.0,1.0,403,1.2161904425048828,True,REGULAR,USD,call,2026-03-20
TSLA260320C00235000,2026-02-02 20:35:48+00:00,235.0,189.67,187.9,190.55,0.0,0.0,4.0,338,1.1677287707519532,True,REGULAR,USD,call,2026-03-20
TSLA260320C00240000,2026-02-12 19:10:49+00:00,240.0,177.04,183.3,185.65,0.0,0.0,1.0,940,1.1535686853027345,True,REGULAR,USD,call,2026-03-20
TSLA260320C00245000,2026-02-05 15:49:32+00:00,245.0,147.55,178.0,180.0,0.0,0.0,1.0,853,1.076420633544922,True,REGULAR,USD,call,2026-03-20
TSLA260320C00250000,2026-02-13 15:25:43+00:00,250.0,167.15,173.65,175.65,-0.55000305,-0.32796842,1.0,3390,1.096562134399414,True,REGULAR,USD,call,2026-03-20
TSLA260320C00255000,2026-02-05 16:16:16+00:00,255.0,139.25,168.65,170.65,0.0,0.0,4.0,97,1.061650199584961,True,REGULAR,USD,call,2026-03-20
TSLA260320C00260000,2026-02-13 15:45:48+00:00,260.0,155.12,164.1,165.6,-2.4400024,-1.548618,1.0,873,1.0421190472412112,True,REGULAR,USD,call,2026-03-20
TSLA260320C00265000,2026-02-11 17:21:58+00:00,265.0,159.82,159.1,160.6,0.0,0.0,2.0,175,1.0080616003417968,True,REGULAR,USD,call,2026-03-20
TSLA260320C00270000,2026-02-13 18:11:32+00:00,270.0,151.7,154.1,155.65,1.300003,0.8643638,20.0,1144,0.9761965270996094,True,REGULAR,USD,call,2026-03-20
TSLA260320C00275000,2026-02-13 17:02:38+00:00,275.0,146.66,148.95,150.6,-3.5599976,-2.3698559,9.0,164,0.936402003173828,True,REGULAR,USD,call,2026-03-20
TSLA260320C00280000,2026-02-13 17:47:13+00:00,280.0,141.9,144.15,145.65,0.269989,0.19062981,1.0,1493,0.9122323229980469,True,REGULAR,USD,call,2026-03-20
TSLA260320C00285000,2026-02-06 18:49:31+00:00,285.0,130.07,139.1,140.65,0.0,0.0,1.0,197,0.8785412536621093,True,REGULAR,USD,call,2026-03-20
TSLA260320C00290000,2026-02-11 19:48:34+00:00,290.0,139.13,134.15,135.7,0.0,0.0,6.0,689,0.8499770861816407,True,REGULAR,USD,call,2026-03-20
TSLA260320C00295000,2026-02-13 14:34:18+00:00,295.0,123.27,129.35,130.7,-3.0200043,-2.391325,1.0,142,0.8245867150878905,True,REGULAR,USD,call,2026-03-20
TSLA260320C00300000,2026-02-13 18:11:20+00:00,300.0,122.5,124.8,126.0,-4.1500015,-3.2767482,4.0,3038,0.8145770495605469,True,REGULAR,USD,call,2026-03-20
TSLA260320C00305000,2026-02-12 15:09:25+00:00,305.0,124.03,119.6,121.55,0.0,0.0,1.0,276,0.7926046130371094,True,REGULAR,USD,call,2026-03-20
TSLA260320C00310000,2026-02-11 15:41:12+00:00,310.0,115.92,114.8,116.35,0.0,0.0,4.0,789,0.7614769946289064,True,REGULAR,USD,call,2026-03-20
TSLA260320C00315000,2026-02-12 20:19:07+00:00,315.0,99.9,110.1,111.5,-4.3499985,-4.1726604,10.0,291,0.7417018017578124,True,REGULAR,USD,call,2026-03-20
TSLA260320C00320000,2026-02-13 17:27:28+00:00,320.0,103.25,105.5,106.6,5.010002,5.099758,30.0,3393,0.7224148852539063,True,REGULAR,USD,call,2026-03-20
TSLA260320C00325000,2026-02-13 15:20:00+00:00,325.0,98.35,100.6,101.8,-2.9199982,-2.8833795,3.0,414,0.6982452050781252,True,REGULAR,USD,call,2026-03-20
TSLA260320C00330000,2026-02-13 17:56:44+00:00,330.0,92.9,96.1,96.8,2.9000015,3.222224,2.0,1898,0.6779817358398439,True,REGULAR,USD,call,2026-03-20
TSLA260320C00335000,2026-02-12 18:05:00+00:00,335.0,84.6,91.15,92.0,0.0,0.0,5.0,1638,0.6522251574707032,True,REGULAR,USD,call,2026-03-20
TSLA260320C00340000,2026-02-13 17:09:08+00:00,340.0,84.15,86.5,87.3,3.6500015,4.5341635,21.0,1409,0.6339758282470704,True,REGULAR,USD,call,2026-03-20
TSLA260320C00345000,2026-02-13 17:19:35+00:00,345.0,78.68,81.65,83.0,-0.29000092,-0.36722922,2.0,658,0.6184730535888674,True,REGULAR,USD,call,2026-03-20
TSLA260320C00350000,2026-02-13 18:21:38+00:00,350.0,75.0,77.35,78.0,2.5299988,3.491098,10.0,4258,0.5992471716308594,True,REGULAR,USD,call,2026-03-20
TSLA260320C00355000,2026-02-13 18:21:38+00:00,355.0,70.45,72.55,73.45,4.3499985,6.580936,33.0,445,0.5783123223876954,True,REGULAR,USD,call,2026-03-20
TSLA260320C00360000,2026-02-13 18:08:54+00:00,360.0,65.49,68.3,68.9,2.3899994,3.7876377,6.0,2738,0.5651288604736329,True,REGULAR,USD,call,2026-03-20
TSLA260320C00365000,2026-02-13 17:37:23+00:00,365.0,62.16,63.45,64.65,4.0600014,6.987954,9.0,466,0.5459640130615235,True,REGULAR,USD,call,2026-03-20
TSLA260320C00370000,2026-02-12 19:09:27+00:00,370.0,53.5,59.45,60.15,-0.95000076,-1.7447213,1.0,806,0.5340622766113281,True,REGULAR,USD,call,2026-03-20
